loan_id,customer_id,disbursement_date,loan_amount,interest_rate,term_months,product_type_id,channel_id,dsa_id,region_id,loan_status,total_received,credit_score,created_at,updated_at
LN006536,56032,9/23/23,137000000,23.1,60,1,2,,3,Approved,295235000,Medium,9/23/23 9:50,10/13/23 9:50
LN006537,98721,2/19/23,216000000,10.77,48,1,3,,1,Approved,309052800,Low,2/19/23 13:29,2/25/23 13:29
LN006538,43686,2/21/23,486000000,7.91,48,3,3,,3,Approved,639770400,High,2/21/23 0:05,2/27/23 0:05
LN006539,86981,4/29/23,206000000,6.66,60,2,3,,1,Approved,274598000,High,4/29/23 15:13,5/8/23 15:13
LN006540,73261,9/30/23,402000000,22.62,60,3,1,,3,Approved,856662000,Low,9/30/23 19:09,10/22/23 19:09
LN006541,12809,7/17/23,228000000,12.44,36,2,3,,3,Approved,313089600,High,7/17/23 20:48,8/7/23 20:48
LN006542,51785,4/8/23,481000000,14.97,24,3,3,,2,Approved,625011400,High,4/8/23 0:45,4/28/23 0:45
LN006543,46547,4/9/23,458000000,21.06,36,1,3,,3,Approved,747364400,High,4/9/23 16:24,4/16/23 16:24
LN006544,52818,9/27/23,468000000,12.46,60,2,1,,2,Approved,759564000,High,9/27/23 11:43,10/26/23 11:43
LN006545,81927,12/3/23,90000000,22.36,48,2,2,,2,Approved,170496000,Medium,12/3/23 2:48,12/27/23 2:48
LN006546,75681,5/8/23,433000000,11.43,48,2,3,,3,Approved,630967600,Medium,5/8/23 22:44,5/30/23 22:44
LN006547,89465,10/19/23,126000000,19.65,48,3,1,,1,Charged-off,225036000,Medium,10/19/23 19:12,11/8/23 19:12
LN006548,99862,11/17/23,262000000,18.35,36,3,2,,1,Approved,406231000,High,11/17/23 23:47,11/18/23 23:47
LN006549,47333,4/2/23,406000000,9.03,60,3,1,,3,Approved,589309000,Medium,4/2/23 19:26,5/2/23 19:26
LN006550,26576,10/13/23,363000000,7.49,24,1,3,,3,Approved,417377400,Low,10/13/23 3:24,11/6/23 3:24
LN006551,49405,10/13/23,327000000,7.23,36,1,2,,1,Approved,397926300,High,10/13/23 20:43,11/4/23 20:43
LN006552,83779,8/1/23,469000000,18.02,48,3,1,,3,Charged-off,807055200,Low,8/1/23 17:13,8/27/23 17:13
LN006553,41601,2/24/23,486000000,5.26,60,1,1,,2,Approved,613818000,High,2/24/23 2:12,3/25/23 2:12
LN006554,77946,11/23/23,242000000,18.21,24,2,3,,2,Charged-off,330136400,High,11/23/23 15:34,12/22/23 15:34
LN006555,77356,10/23/23,219000000,20.64,12,3,1,,1,Approved,264201600,High,10/23/23 16:29,11/6/23 16:29
LN006556,62116,7/3/23,321000000,11.05,36,2,3,,3,Approved,427411500,High,7/3/23 12:47,7/6/23 12:47
LN006557,72894,12/12/23,66000000,19.91,12,2,1,,2,Approved,79140600,Medium,12/12/23 12:38,12/29/23 12:38
LN006558,44635,8/23/23,400000000,8.31,60,2,2,,1,Approved,566200000,Low,8/23/23 2:20,9/15/23 2:20
LN006559,17465,12/26/23,461000000,24.21,12,3,3,,1,Approved,572608100,Medium,12/26/23 5:13,1/21/24 5:13
LN006560,66754,12/7/23,343000000,9.64,48,2,3,,3,Approved,475260800,Low,12/7/23 19:32,12/11/23 19:32
LN006561,95119,8/7/23,190000000,14.77,36,2,2,,1,Approved,274189000,Low,8/7/23 23:07,9/2/23 23:07
LN006562,48871,2/23/23,468000000,24.61,24,2,3,,3,Approved,698349600,Medium,2/23/23 23:29,2/26/23 23:29
LN006563,72874,3/27/23,479000000,23.14,48,2,3,,3,Approved,922362400,High,3/27/23 9:27,4/16/23 9:27
LN006564,87733,4/3/23,163000000,18.19,60,1,3,,1,Approved,311248500,High,4/3/23 10:12,4/30/23 10:12
LN006565,39511,10/9/23,276000000,12.38,36,1,2,,3,Approved,378506400,Medium,10/9/23 3:16,10/26/23 3:16
LN006566,90960,7/25/23,129000000,19,60,1,1,,3,Approved,251550000,Medium,7/25/23 10:28,7/30/23 10:28
LN006567,58821,9/16/23,269000000,14.21,60,1,1,,3,Approved,460124500,High,9/16/23 20:37,9/18/23 20:37
LN006568,75776,6/22/23,94000000,7.18,60,3,3,,2,Approved,127746000,Low,6/22/23 5:38,7/17/23 5:38
LN006569,80167,12/3/23,197000000,20.92,36,1,2,,1,Approved,320637200,High,12/3/23 11:34,12/15/23 11:34
LN006570,85135,3/22/23,359000000,22.43,48,2,1,,3,Approved,681094800,High,3/22/23 7:01,4/12/23 7:01
LN006571,54462,10/1/23,61000000,13.15,60,2,3,,2,Approved,101107500,Medium,10/1/23 22:56,10/1/23 22:56
LN006572,71382,11/4/23,367000000,18.31,24,3,3,,2,Approved,501395400,Medium,11/4/23 3:25,12/2/23 3:25
LN006573,42574,8/15/23,47000000,5.61,48,1,3,,2,Charged-off,57546800,Medium,8/15/23 14:39,8/28/23 14:39
LN006574,51910,6/30/23,404000000,8.95,60,1,3,,3,Approved,584790000,Medium,6/30/23 9:24,7/21/23 9:24
LN006575,83531,6/11/23,459000000,16.41,36,2,1,,1,Approved,684965700,High,6/11/23 21:09,6/17/23 21:09
LN006576,35186,10/9/23,76000000,10.48,60,1,2,,2,Approved,115824000,High,10/9/23 18:28,10/27/23 18:28
LN006577,32813,6/16/23,211000000,23.89,60,1,2,,2,Approved,463039500,High,6/16/23 6:04,6/21/23 6:04
LN006578,88812,7/10/23,365000000,21.74,12,2,3,,1,Approved,444351000,Medium,7/10/23 17:44,8/9/23 17:44
LN006579,95525,7/31/23,295000000,18.1,12,2,1,,3,Approved,348395000,Low,7/31/23 22:58,8/7/23 22:58
LN006580,88282,11/21/23,42000000,24.98,48,3,1,,3,Approved,83966400,Medium,11/21/23 8:20,11/23/23 8:20
LN006581,28557,8/9/23,494000000,9.86,12,1,2,,1,Approved,542708400,Low,8/9/23 17:39,8/25/23 17:39
LN006582,38060,6/15/23,171000000,23.38,36,1,1,,1,Approved,290939400,High,6/15/23 21:59,7/14/23 21:59
LN006583,68866,11/8/23,140000000,11.09,12,2,3,,1,Approved,155526000,Medium,11/8/23 11:28,11/20/23 11:28
LN006584,82104,5/4/23,177000000,16.93,36,1,3,,3,Approved,266898300,Medium,5/4/23 22:37,5/18/23 22:37
LN006585,94577,10/16/23,336000000,13.69,60,1,3,,2,Approved,565992000,High,10/16/23 19:28,11/5/23 19:28
LN006586,16080,10/7/23,460000000,13.86,48,1,1,,2,Approved,715024000,Medium,10/7/23 16:14,10/28/23 16:14
LN006587,23854,4/20/23,292000000,20.25,12,2,3,,3,Charged-off,351130000,High,4/20/23 9:17,5/6/23 9:17
LN006588,77695,7/12/23,398000000,11.95,12,1,3,,2,Charged-off,445561000,Medium,7/12/23 15:01,7/15/23 15:01
LN006589,37025,10/9/23,428000000,15.15,48,3,3,,3,Charged-off,687368000,Low,10/9/23 15:11,10/30/23 15:11
LN006590,62982,5/11/23,99000000,9.23,36,1,1,,1,Approved,126413100,Medium,5/11/23 14:49,5/13/23 14:49
LN006591,51081,7/4/23,313000000,20.27,36,2,3,,3,Approved,503335300,Low,7/4/23 11:57,7/25/23 11:57
LN006592,14368,8/20/23,126000000,16.04,12,3,1,,1,Approved,146210400,Medium,8/20/23 12:56,9/14/23 12:56
LN006593,37094,8/18/23,410000000,10.1,36,2,1,,2,Approved,534230000,High,8/18/23 10:53,9/13/23 10:53
LN006594,56040,7/23/23,494000000,10.32,36,2,3,,1,Approved,646942400,Low,7/23/23 19:52,7/23/23 19:52
LN006595,76766,1/1/23,124000000,10.87,12,2,1,,1,Approved,137478800,High,1/1/23 1:15,1/18/23 1:15
LN006596,93053,1/18/23,218000000,18.99,12,1,3,,3,Approved,259398200,Medium,1/18/23 16:25,2/12/23 16:25
LN006597,33991,5/26/23,359000000,16.9,12,1,2,,3,Charged-off,419671000,High,5/26/23 0:38,6/25/23 0:38
LN006598,11301,11/2/23,464000000,21.44,24,2,1,,3,Approved,662963200,Medium,11/2/23 12:20,12/1/23 12:20
LN006599,38610,1/9/23,48000000,16.43,12,2,3,,3,Approved,55886400,Medium,1/9/23 11:07,1/10/23 11:07
LN006600,91463,9/23/23,106000000,11.13,24,2,2,,2,Approved,129595600,Medium,9/23/23 10:20,9/27/23 10:20
LN006601,44678,3/11/23,352000000,24.26,60,1,3,,3,Approved,778976000,Low,3/11/23 20:54,4/9/23 20:54
LN006602,34466,6/4/23,459000000,22.72,36,2,3,,3,Approved,771854400,High,6/4/23 8:59,7/1/23 8:59
LN006603,90440,1/4/23,53000000,10.58,24,1,3,,2,Approved,64214800,Medium,1/4/23 22:08,1/11/23 22:08
LN006604,50875,6/3/23,92000000,23.25,60,2,1,,1,Approved,198950000,High,6/3/23 7:10,7/2/23 7:10
LN006605,36081,4/24/23,249000000,19.4,36,1,3,,1,Approved,393918000,Medium,4/24/23 21:47,5/11/23 21:47
LN006606,34354,4/20/23,222000000,13.29,36,2,1,,1,Approved,310511400,Medium,4/20/23 10:26,5/7/23 10:26
LN006607,28300,6/11/23,386000000,14.34,36,1,2,,1,Approved,552057200,High,6/11/23 7:35,6/18/23 7:35
LN006608,74384,1/12/23,218000000,13.93,48,2,3,,2,Approved,339469600,Low,1/12/23 14:44,2/9/23 14:44
LN006609,70892,12/20/23,346000000,20.94,48,2,3,,1,Approved,635809600,High,12/20/23 18:19,1/1/24 18:19
LN006610,45525,5/22/23,296000000,8.51,24,3,1,,2,Approved,346379200,Medium,5/22/23 16:04,6/9/23 16:04
LN006611,36532,10/11/23,304000000,6.17,24,3,3,,1,Approved,341513600,Low,10/11/23 22:26,11/1/23 22:26
LN006612,16464,9/19/23,413000000,14.97,36,3,2,,3,Charged-off,598478300,High,9/19/23 16:48,10/4/23 16:48
LN006613,26562,10/12/23,451000000,10.81,60,3,1,,3,Approved,694765500,Medium,10/12/23 3:28,11/10/23 3:28
LN006614,65514,10/20/23,222000000,16.28,24,3,2,,3,Approved,294283200,Medium,10/20/23 11:28,10/20/23 11:28
LN006615,84219,10/20/23,354000000,24.56,12,3,3,,1,Approved,440942400,High,10/20/23 14:00,11/13/23 14:00
LN006616,42634,3/21/23,221000000,18.43,12,2,3,,1,Approved,261730300,Low,3/21/23 19:14,4/11/23 19:14
LN006617,10060,2/18/23,170000000,24.18,24,2,3,,1,Approved,252212000,Low,2/18/23 5:57,2/22/23 5:57
LN006618,19269,1/20/23,497000000,19.64,60,2,3,,1,Approved,985054000,High,1/20/23 4:48,2/14/23 4:48
LN006619,73143,8/24/23,361000000,6.52,12,2,3,,1,Approved,384537200,High,8/24/23 0:05,9/19/23 0:05
LN006620,33065,7/2/23,124000000,22.79,36,3,1,,1,Approved,208778800,Medium,7/2/23 19:52,7/23/23 19:52
LN006621,12895,3/21/23,22000000,8.98,36,1,1,,3,Approved,27926800,High,3/21/23 9:04,4/15/23 9:04
LN006622,90859,3/12/23,84000000,22.3,48,1,1,,3,Approved,158928000,Medium,3/12/23 20:54,3/23/23 20:54
LN006623,22352,5/16/23,362000000,19.98,48,1,1,,1,Charged-off,651310400,High,5/16/23 1:50,5/30/23 1:50
LN006624,59737,7/7/23,43000000,21.77,48,2,3,,3,Approved,80444400,Medium,7/7/23 16:37,7/26/23 16:37
LN006625,42016,10/26/23,482000000,10.07,60,3,3,,3,Approved,724687000,High,10/26/23 13:49,11/23/23 13:49
LN006626,71304,5/8/23,245000000,21.15,36,2,3,,2,Approved,400452500,Low,5/8/23 23:41,5/18/23 23:41
LN006627,21962,4/30/23,300000000,17.21,60,1,3,,2,Approved,558150000,Medium,4/30/23 8:13,5/7/23 8:13
LN006628,43302,5/12/23,169000000,6.64,12,3,2,,1,Approved,180221600,Low,5/12/23 10:11,6/6/23 10:11
LN006629,95382,6/3/23,323000000,22.78,36,1,3,,3,Approved,543738200,Low,6/3/23 3:50,6/14/23 3:50
LN006630,14011,2/17/23,52000000,22.54,48,2,2,,1,Approved,98883200,High,2/17/23 11:48,3/2/23 11:48
LN006631,29782,10/20/23,42000000,16.44,48,1,2,,1,Approved,69619200,Medium,10/20/23 7:11,10/29/23 7:11
LN006632,77691,7/24/23,230000000,14.05,12,2,1,,3,Approved,262315000,High,7/24/23 12:17,8/1/23 12:17
LN006633,49725,10/19/23,498000000,13.01,36,1,2,,3,Approved,692369400,Medium,10/19/23 20:15,11/9/23 20:15
LN006634,19196,4/22/23,87000000,17.05,60,3,3,,2,Approved,161167500,Medium,4/22/23 15:49,4/24/23 15:49
LN006635,53459,2/9/23,493000000,21.83,60,1,1,,3,Approved,1031109500,Medium,2/9/23 15:55,3/9/23 15:55
LN006636,97245,6/16/23,154000000,16.32,12,1,3,,1,Charged-off,179132800,Medium,6/16/23 4:15,6/18/23 4:15
LN006637,88863,9/5/23,302000000,7.59,36,1,2,,1,Approved,370765400,Low,9/5/23 1:44,9/24/23 1:44
LN006638,42769,3/30/23,85000000,11.12,60,1,3,,3,Approved,132260000,Low,3/30/23 22:39,4/19/23 22:39
LN006639,34700,9/7/23,115000000,18.36,48,3,3,,3,Approved,199456000,Medium,9/7/23 1:37,9/28/23 1:37
LN006640,90356,12/20/23,235000000,17.94,48,1,2,,1,Approved,403636000,High,12/20/23 3:44,12/26/23 3:44
LN006641,86427,12/26/23,157000000,15.38,60,2,1,,2,Charged-off,277733000,Low,12/26/23 4:12,1/6/24 4:12
LN006642,15269,10/23/23,398000000,9.81,36,2,3,,3,Approved,515131400,Low,10/23/23 11:22,11/1/23 11:22
LN006643,53880,2/18/23,214000000,10.41,60,2,2,,1,Charged-off,325387000,Low,2/18/23 21:57,3/19/23 21:57
LN006644,18320,11/1/23,251000000,14.68,12,1,3,,3,Approved,287846800,Medium,11/1/23 8:36,11/25/23 8:36
LN006645,59589,11/25/23,71000000,12.89,36,1,1,,1,Approved,98455700,High,11/25/23 15:46,12/9/23 15:46
LN006646,86276,6/3/23,121000000,11.32,60,2,3,,1,Approved,189486000,High,6/3/23 15:31,6/25/23 15:31
LN006647,45897,1/20/23,59000000,21.59,48,2,1,,3,Approved,109952400,Low,1/20/23 7:48,1/25/23 7:48
LN006648,68565,10/23/23,465000000,15.08,36,1,3,,1,Approved,675366000,High,10/23/23 9:49,11/8/23 9:49
LN006649,40930,7/15/23,434000000,15.06,24,2,3,,1,Approved,564720800,Low,7/15/23 20:58,7/27/23 20:58
LN006650,67233,2/10/23,223000000,13.56,36,3,2,,3,Approved,313716400,Medium,2/10/23 8:58,2/17/23 8:58
LN006651,92821,1/29/23,200000000,18.62,48,1,2,,3,Approved,348960000,Medium,1/29/23 8:12,2/16/23 8:12
LN006652,24380,6/21/23,179000000,8.51,36,2,3,,1,Approved,224698700,Low,6/21/23 22:38,7/9/23 22:38
LN006653,86896,6/28/23,269000000,23.87,12,3,3,,1,Approved,333210300,Low,6/28/23 2:26,7/20/23 2:26
LN006654,80934,8/11/23,450000000,7.09,48,2,3,,1,Approved,577620000,Medium,8/11/23 22:30,8/23/23 22:30
LN006655,65830,8/2/23,379000000,19.21,48,1,2,,1,Approved,670223600,High,8/2/23 8:57,8/7/23 8:57
LN006656,15529,3/3/23,323000000,19.09,12,1,1,,1,Approved,384660700,Low,3/3/23 23:41,3/12/23 23:41
LN006657,92987,4/27/23,157000000,7.28,24,2,3,,1,Charged-off,179859200,Medium,4/27/23 18:18,5/22/23 18:18
LN006658,59178,12/1/23,378000000,24.86,36,2,1,,3,Charged-off,659912400,High,12/1/23 16:30,12/1/23 16:30
LN006659,16937,11/5/23,403000000,5.69,12,3,3,,3,Approved,425930700,High,11/5/23 4:33,11/26/23 4:33
LN006660,49886,1/6/23,66000000,12.29,36,1,3,,1,Approved,90334200,Low,1/6/23 5:54,1/11/23 5:54
LN006661,59699,11/21/23,291000000,13.5,36,2,3,,1,Approved,408855000,Low,11/21/23 12:01,11/28/23 12:01
LN006662,86396,11/20/23,77000000,21.06,24,1,2,,3,Approved,109432400,High,11/20/23 12:28,12/6/23 12:28
LN006663,35279,7/15/23,300000000,5.6,36,3,3,,1,Approved,350400000,Medium,7/15/23 15:59,8/6/23 15:59
LN006664,48106,1/28/23,136000000,16.14,12,3,2,,3,Approved,157950400,High,1/28/23 17:04,2/5/23 17:04
LN006665,89737,6/6/23,394000000,9.08,36,2,3,,3,Approved,501325600,High,6/6/23 11:29,7/6/23 11:29
LN006666,50544,9/26/23,279000000,16.45,36,1,2,,3,Approved,416686500,High,9/26/23 13:41,10/15/23 13:41
LN006667,18997,1/22/23,472000000,17.93,24,2,3,,3,Approved,641259200,Low,1/22/23 8:41,1/26/23 8:41
LN006668,95711,6/13/23,438000000,5.68,36,1,3,,3,Approved,512635200,High,6/13/23 3:32,6/14/23 3:32
LN006669,50860,10/4/23,143000000,6.35,48,2,2,,2,Charged-off,179322000,Medium,10/4/23 7:37,10/11/23 7:37
LN006670,13225,10/17/23,237000000,6.7,60,1,1,,1,Approved,316395000,Medium,10/17/23 11:41,10/19/23 11:41
LN006671,69470,3/18/23,184000000,22.05,48,1,2,,1,Approved,346288000,High,3/18/23 9:13,4/2/23 9:13
LN006672,73656,6/17/23,242000000,23.53,24,1,2,,3,Approved,355885200,Medium,6/17/23 22:07,7/7/23 22:07
LN006673,61880,9/15/23,388000000,13.75,36,2,3,,3,Approved,548050000,High,9/15/23 21:38,9/26/23 21:38
LN006674,71078,12/24/23,317000000,22.5,12,1,1,,1,Approved,388325000,Medium,12/24/23 16:39,1/12/24 16:39
LN006675,98646,4/24/23,177000000,14.52,36,3,3,,3,Approved,254101200,High,4/24/23 10:32,4/26/23 10:32
LN006676,86290,3/20/23,136000000,13.02,36,2,2,,2,Approved,189121600,High,3/20/23 3:15,3/28/23 3:15
LN006677,66633,1/26/23,376000000,15.62,24,2,3,,1,Charged-off,493462400,Medium,1/26/23 13:25,2/5/23 13:25
LN006678,36655,12/11/23,373000000,20.8,36,2,3,,3,Approved,605752000,High,12/11/23 18:13,12/11/23 18:13
LN006679,53601,7/21/23,258000000,9.48,12,3,2,,3,Approved,282458400,High,7/21/23 11:13,8/9/23 11:13
LN006680,13114,8/17/23,332000000,11.03,12,2,2,,1,Approved,368619600,Low,8/17/23 22:08,8/18/23 22:08
LN006681,36502,11/1/23,378000000,21.98,60,3,1,,3,Approved,793422000,Low,11/1/23 12:46,11/20/23 12:46
LN006682,59768,10/22/23,479000000,23.32,60,2,3,,3,Approved,1037514000,High,10/22/23 15:57,11/11/23 15:57
LN006683,58128,9/16/23,41000000,7.46,36,1,1,,1,Approved,50175800,Low,9/16/23 7:18,9/16/23 7:18
LN006684,30028,2/16/23,53000000,19.1,12,1,2,,1,Approved,63123000,High,2/16/23 21:08,3/8/23 21:08
LN006685,65565,4/24/23,372000000,5.19,36,3,3,,3,Approved,429920400,Medium,4/24/23 22:42,4/30/23 22:42
LN006686,93123,8/10/23,85000000,9.92,48,3,3,,2,Approved,118728000,High,8/10/23 10:43,8/29/23 10:43
LN006687,45333,5/29/23,455000000,6.37,24,1,1,,1,Approved,512967000,Medium,5/29/23 5:10,6/19/23 5:10
LN006688,13174,7/21/23,401000000,15.31,24,1,3,,1,Approved,523786200,Low,7/21/23 8:06,8/1/23 8:06
LN006689,45398,3/17/23,89000000,11.87,12,1,2,,1,Approved,99564300,High,3/17/23 4:56,4/10/23 4:56
LN006690,45929,3/9/23,477000000,7.75,48,3,2,,2,Approved,624870000,High,3/9/23 18:18,3/24/23 18:18
LN006691,14321,6/22/23,173000000,5.01,12,2,2,,2,Approved,181667300,High,6/22/23 12:31,6/26/23 12:31
LN006692,65421,2/12/23,202000000,12.77,48,2,3,,2,Approved,305181600,High,2/12/23 12:43,2/28/23 12:43
LN006693,82635,9/1/23,365000000,10.89,12,1,3,,1,Approved,404748500,Medium,9/1/23 11:55,9/29/23 11:55
LN006694,33760,10/20/23,328000000,5.93,60,3,2,,1,Charged-off,425252000,Low,10/20/23 18:51,11/1/23 18:51
LN006695,21360,1/26/23,225000000,22.04,36,3,3,,1,Approved,373770000,Medium,1/26/23 0:36,2/14/23 0:36
LN006696,20313,10/8/23,468000000,13.22,24,1,3,,1,Approved,591739200,Low,10/8/23 23:00,10/15/23 23:00
LN006697,95998,7/24/23,58000000,20.5,24,2,3,,3,Charged-off,81780000,Medium,7/24/23 19:52,8/12/23 19:52
LN006698,15801,5/15/23,397000000,13.44,48,1,1,,2,Approved,610427200,High,5/15/23 11:44,5/25/23 11:44
LN006699,24130,2/13/23,438000000,6.35,60,1,3,,3,Approved,577065000,High,2/13/23 16:35,2/20/23 16:35
LN006700,24271,7/24/23,496000000,12.89,48,1,3,,1,Approved,751737600,Medium,7/24/23 20:24,8/11/23 20:24
LN006701,26075,9/14/23,215000000,22.72,60,2,3,,1,Charged-off,459240000,Low,9/14/23 10:17,10/14/23 10:17
LN006702,28984,8/11/23,361000000,5.16,48,1,2,,1,Approved,435510400,Medium,8/11/23 16:39,8/31/23 16:39
LN006703,98095,12/24/23,141000000,22.91,12,1,1,,3,Approved,173303100,High,12/24/23 12:21,1/18/24 12:21
LN006704,70942,3/8/23,138000000,18.13,12,1,3,,1,Approved,163019400,High,3/8/23 17:07,4/7/23 17:07
LN006705,22861,3/11/23,344000000,24.91,24,1,3,,3,Approved,515380800,Medium,3/11/23 3:20,4/8/23 3:20
LN006706,92203,9/4/23,474000000,23.32,48,1,1,,3,Approved,916147200,High,9/4/23 22:18,9/30/23 22:18
LN006707,81376,10/14/23,260000000,22.38,48,1,2,,1,Approved,492752000,Medium,10/14/23 13:57,10/16/23 13:57
LN006708,71247,4/12/23,307000000,5.75,12,2,2,,3,Approved,324652500,High,4/12/23 13:44,4/12/23 13:44
LN006709,79101,9/7/23,386000000,10.6,48,2,3,,3,Approved,549664000,High,9/7/23 1:30,9/19/23 1:30
LN006710,30977,7/22/23,215000000,12.49,24,1,1,,1,Approved,268707000,Low,7/22/23 5:18,8/18/23 5:18
LN006711,60617,11/30/23,433000000,19,24,2,2,,3,Approved,597540000,High,11/30/23 18:07,12/22/23 18:07
LN006712,67473,10/20/23,259000000,17.97,48,2,3,,1,Charged-off,445169200,Medium,10/20/23 8:57,11/4/23 8:57
LN006713,96654,4/11/23,38000000,8.43,24,1,3,,1,Approved,44406800,High,4/11/23 21:26,4/18/23 21:26
LN006714,98177,10/15/23,346000000,19.74,24,1,3,,1,Approved,482600800,Medium,10/15/23 21:51,10/22/23 21:51
LN006715,82902,11/12/23,198000000,8.11,48,2,3,,3,Approved,262231200,Low,11/12/23 4:00,11/18/23 4:00
LN006716,25630,9/26/23,479000000,14.13,48,2,2,,1,Approved,749730800,Medium,9/26/23 6:36,10/25/23 6:36
LN006717,30056,5/7/23,209000000,16.57,12,1,3,,1,Charged-off,243631300,Medium,5/7/23 14:00,5/23/23 14:00
LN006718,17382,5/5/23,361000000,22.41,12,2,3,,3,Approved,441900100,Medium,5/5/23 5:43,5/10/23 5:43
LN006719,65739,2/6/23,495000000,17.63,60,2,2,,3,Approved,931342500,High,2/6/23 8:08,2/20/23 8:08
LN006720,91685,5/17/23,91000000,24.1,48,1,3,,1,Approved,178724000,High,5/17/23 7:17,5/29/23 7:17
LN006721,58639,8/9/23,496000000,24.89,60,2,2,,3,Approved,1113272000,Low,8/9/23 22:21,8/19/23 22:21
LN006722,69838,6/15/23,67000000,15.18,48,2,3,,3,Approved,107682400,High,6/15/23 21:46,7/11/23 21:46
LN006723,56041,12/17/23,342000000,6.03,60,2,3,,2,Approved,445113000,Medium,12/17/23 10:18,12/23/23 10:18
LN006724,10992,10/22/23,196000000,5.57,36,2,1,,1,Approved,228751600,High,10/22/23 15:09,11/21/23 15:09
LN006725,82394,2/15/23,42000000,22.11,48,2,2,,1,Approved,79144800,High,2/15/23 0:03,3/11/23 0:03
LN006726,77657,2/27/23,418000000,15,24,3,3,,3,Approved,543400000,Medium,2/27/23 10:15,3/8/23 10:15
LN006727,37160,12/10/23,155000000,12.34,60,2,3,,2,Approved,250635000,High,12/10/23 0:37,12/27/23 0:37
LN006728,55156,7/31/23,366000000,10.69,36,2,1,,1,Approved,483376200,Low,7/31/23 15:52,8/21/23 15:52
LN006729,61375,8/5/23,453000000,10.64,36,2,3,,1,Approved,597597600,Medium,8/5/23 3:28,8/6/23 3:28
LN006730,96442,7/7/23,460000000,6.46,12,2,2,,1,Approved,489716000,Medium,7/7/23 8:35,8/3/23 8:35
LN006731,29572,6/28/23,397000000,11.06,36,2,3,,3,Approved,528724600,High,6/28/23 13:40,7/3/23 13:40
LN006732,14136,4/8/23,81000000,17.9,60,2,2,,1,Approved,153495000,Medium,4/8/23 20:14,4/30/23 20:14
LN006733,71868,6/14/23,318000000,12.7,36,1,2,,3,Approved,439158000,High,6/14/23 15:10,6/23/23 15:10
LN006734,92263,6/26/23,229000000,23.96,36,1,1,,2,Approved,393605200,Low,6/26/23 21:37,7/14/23 21:37
LN006735,42167,11/1/23,50000000,18.36,12,2,3,,1,Approved,59180000,High,11/1/23 3:16,11/13/23 3:16
LN006736,25479,12/2/23,38000000,22.28,12,3,3,,2,Approved,46466400,High,12/2/23 8:41,12/14/23 8:41
LN006737,41376,1/13/23,67000000,7.28,48,3,1,,3,Approved,86510400,Medium,1/13/23 16:49,1/29/23 16:49
LN006738,14823,6/6/23,168000000,14.01,24,1,3,,3,Charged-off,215073600,Low,6/6/23 22:51,6/25/23 22:51
LN006739,80456,3/28/23,23000000,5.83,36,2,1,,1,Approved,27022700,Medium,3/28/23 20:08,4/15/23 20:08
LN006740,29585,6/29/23,128000000,22.9,24,1,3,,3,Approved,186624000,High,6/29/23 16:41,7/21/23 16:41
LN006741,27272,11/12/23,415000000,7.94,36,3,1,,1,Approved,513853000,Medium,11/12/23 23:40,11/17/23 23:40
LN006742,36619,8/15/23,289000000,21.11,12,1,3,,2,Approved,350007900,Medium,8/15/23 8:22,8/22/23 8:22
LN006743,85069,11/16/23,289000000,23.48,60,2,2,,2,Approved,628286000,High,11/16/23 9:55,12/16/23 9:55
LN006744,49895,3/16/23,402000000,13.84,48,1,3,,3,Approved,624547200,High,3/16/23 4:14,4/2/23 4:14
LN006745,13720,8/14/23,399000000,12.79,36,2,2,,2,Approved,552096300,Low,8/14/23 18:58,8/25/23 18:58
LN006746,29267,1/23/23,98000000,17,60,2,3,,3,Approved,181300000,High,1/23/23 11:55,2/9/23 11:55
LN006747,25696,4/30/23,223000000,19.81,12,3,2,,1,Approved,267176300,Medium,4/30/23 10:54,5/11/23 10:54
LN006748,39968,4/13/23,417000000,17.91,48,2,3,,1,Approved,715738800,Medium,4/13/23 19:31,5/6/23 19:31
LN006749,63364,12/17/23,418000000,5.02,24,1,1,,3,Approved,459967200,Low,12/17/23 11:36,12/27/23 11:36
LN006750,33345,7/11/23,454000000,20.72,48,1,1,,1,Approved,830275200,Low,7/11/23 1:25,8/3/23 1:25
LN006751,61567,3/21/23,152000000,7.95,24,2,1,,3,Approved,176168000,High,3/21/23 17:41,3/26/23 17:41
LN006752,71607,2/13/23,492000000,13.99,36,2,2,,1,Approved,698492400,High,2/13/23 7:23,2/13/23 7:23
LN006753,29385,2/27/23,448000000,10.65,24,1,2,,1,Approved,543424000,Low,2/27/23 17:02,3/1/23 17:02
LN006754,93658,1/28/23,290000000,23.56,24,1,3,,2,Approved,426648000,High,1/28/23 9:40,1/28/23 9:40
LN006755,76900,5/5/23,325000000,15.04,48,1,2,,1,Charged-off,520520000,High,5/5/23 12:43,5/26/23 12:43
LN006756,78244,11/14/23,216000000,15.44,36,2,2,,3,Approved,316051200,High,11/14/23 13:44,12/13/23 13:44
LN006757,75425,3/17/23,41000000,6.52,12,3,3,,1,Approved,43673200,Medium,3/17/23 1:15,3/20/23 1:15
LN006758,88518,5/28/23,77000000,22.95,48,1,3,,3,Approved,147686000,High,5/28/23 4:11,6/17/23 4:11
LN006759,92844,1/8/23,215000000,9.78,36,1,3,,1,Approved,278081000,Medium,1/8/23 15:45,1/30/23 15:45
